layer,head,spearman_cv
13,7,0.26349255442619324
32,32,0.26347559690475464
28,20,0.2634020745754242
8,24,0.2628931701183319
15,29,0.26254257559776306
1,27,0.2624238431453705
9,7,0.26193755865097046
20,18,0.261168509721756
6,6,0.25993016362190247
16,13,0.2594212591648102
7,10,0.25655436515808105
26,17,0.2565147876739502
19,32,0.2554347813129425
7,8,0.2527092695236206
8,23,0.2522399127483368
20,17,0.251391738653183
23,31,0.25100722908973694
11,17,0.24989892542362213
10,1,0.24753530323505402
11,13,0.24593505263328552
9,10,0.2444535493850708
9,31,0.24444790184497833
21,11,0.24385982751846313
23,29,0.24289853870868683
15,19,0.24274586141109467
9,29,0.2411399632692337
30,12,0.23879331350326538
21,19,0.2385445088148117
7,1,0.23750406503677368
15,31,0.236961230635643
23,30,0.23676331341266632
9,8,0.2359660118818283
6,30,0.23262980580329895
21,32,0.23249410092830658
23,11,0.23215481638908386
6,29,0.2312331199645996
23,1,0.23096735775470734
7,19,0.2297007292509079
7,7,0.2288355827331543
9,25,0.22868290543556213
3,3,0.22832666337490082
7,12,0.22817398607730865
18,29,0.22712789475917816
28,9,0.22677165269851685
29,30,0.2251940220594406
21,4,0.22471338510513306
13,3,0.2242836356163025
32,1,0.2239556610584259
9,30,0.22391043603420258
25,8,0.2230396270751953
8,2,0.2218012660741806
19,31,0.2214902639389038
4,15,0.22122450172901154
32,4,0.21873082220554352
6,15,0.21865731477737427
20,8,0.2181144803762436
31,27,0.2165142297744751
9,32,0.21519671380519867
31,1,0.21312713623046875
23,27,0.2121884673833847
9,4,0.21210364997386932
31,24,0.2119453251361847
8,28,0.2087278515100479
15,32,0.20862042903900146
4,2,0.20803800225257874
32,17,0.20690707862377167
18,6,0.2064773291349411
32,31,0.20450954139232635
26,25,0.20434555411338806
21,30,0.20183491706848145
5,11,0.20074358582496643
16,14,0.20055697858333588
31,18,0.19883233308792114
27,1,0.1976165920495987
15,20,0.19737909734249115
8,25,0.19584670662879944
4,8,0.19460269808769226
22,10,0.1944669783115387
32,3,0.19412770867347717
14,29,0.19189414381980896
1,25,0.19183194637298584
16,22,0.19059358537197113
6,19,0.18882369995117188
32,19,0.1885579377412796
25,12,0.18621693551540375
20,19,0.184543177485466
7,15,0.183644101023674
9,16,0.1827506721019745
7,18,0.18180635571479797
28,11,0.18046621978282928
31,9,0.17932964861392975
6,5,0.17929571866989136
8,19,0.179109126329422
29,26,0.17818176746368408
5,26,0.17332448065280914
1,26,0.1719277948141098
23,32,0.17038974165916443
5,27,0.16700264811515808
8,21,0.16409052908420563
5,13,0.1621510088443756
9,6,0.16175518929958344
23,4,0.15935763716697693
22,29,0.15912014245986938
31,3,0.1578761339187622
13,6,0.15519586205482483
22,8,0.15478873252868652
18,17,0.15189923346042633
30,24,0.15180310606956482
6,13,0.15110759437084198
6,18,0.15064391493797302
2,32,0.1487383246421814
23,2,0.147856205701828
1,3,0.1473020613193512
5,14,0.14644820988178253
7,5,0.14528901875019073
22,12,0.14411287009716034
24,29,0.14347389340400696
27,11,0.14292539656162262
9,28,0.14218464493751526
30,4,0.1416531205177307
3,31,0.13988888263702393
4,16,0.1360550820827484
27,7,0.13521820306777954
6,4,0.13461315631866455
10,9,0.1325831562280655
7,29,0.13089244067668915
20,10,0.13060405850410461
1,18,0.13051357865333557
6,14,0.1298067569732666
5,9,0.12816692888736725
9,26,0.1277993768453598
7,11,0.12677589058876038
5,17,0.12622739374637604
